Case Name,Case URL,Case Number,Last Updated,Enforcement Authority,Location,Sectors,Complaint Types,Topics,Dispositions
Cable provider accused of collecting excessive personal information as a condition of service - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-152/,#2003-152,"April 14, 2003",OPC,Canada,Telecommunications,Collection,N/A,Well-founded
Bank’s request for additional information was a fair and reasonable response to access request - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/disc/2014/pipeda-2014-002/,#2014-002,"November 4, 2014",OPC,Canada,Financial Institutions,Access,Access to personal information,Discontinued
Company must not charge flat fee to process access request - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2008/pipeda-2008-391/,#2008-391,"September 17, 2008",OPC,Canada,Transportation,Fee,Access to personal information,Well-founded
Bank employee accused of disclosing customer's sensitive information to third parties - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-113/,#2003-113,"January 21, 2003",OPC,Canada,Financial Institutions,Safeguards; Time Limit; Use and Disclosure,Access to personal information; Privacy at work,Not well-founded
"Social networking site for youth, Nexopia, breached Canadian privacy law - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2012/pipeda-2012-001/,#2012-001,"February 18, 2013",OPC,Canada,Social Networking,Appropriate Purposes; Consent; Identifying Purposes; Openness; Retention and Disposal,Advertising and marketing; Consent; Internet and online; Privacy breaches; Social Networking,Well-founded and conditionally resolved
Employer's effort to collect personal medical information deemed appropriate; no evidence of inappropriate disclosure - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-118/,#2003-118,"February 17, 2003",OPC,Canada,Telecommunications,Collection,Consent; Health/medical Information; Privacy at work,Not well-founded
Consent provided during application for benefits allows insurer to share client's personal information with third-party broker - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-003/,#2015-003,"July 30, 2015",OPC,Canada,Insurance,Use and Disclosure,Consent,Not well-founded
Alleged disclosure of personal information without consent for secondary marketing by a telecommunications company - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-080/,#2002-80,"October 16, 2002",OPC,Canada,Telecommunications,Consent; Use and Disclosure,Consent,Not well-founded
Bank accused of refusing access - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-122/,#2003-122,"February 19, 2003",OPC,Canada,Financial Institutions,Access,Access to personal information,Well-founded
Bank employee discussed customer's personal information with relatives - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-213/,#2003-213,"August 6, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,N/A,Well-founded
Customer protests when company says it gave away his e-mail account - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-041/,#2002-41,"March 15, 2002",OPC,Canada,Telecommunications,Safeguards,Access to personal information; Internet and online,Not well-founded
"Bank fails to maintain up to date, accurate personal information - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-163/,#2003-163,"April 17, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,N/A,Well-founded
"Online legal database doesn't need consent to use publicly available court decisions, in support of the open court principle - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-013/,#2015-013,"June 7, 2016",OPC,Canada,Services,Access; Consent,Access to personal information; Consent,Well-founded and resolved
Bank improperly disclosed personal information; exception under section 7(3)(c) rejected - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-096/,#2002-96,"December 3, 2002",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded
"Use and disclosure of health information considered appropriate, but access request was mishandled - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-284/,#2004-284,"December 22, 2004",OPC,Canada,Telecommunications,Use and Disclosure,Access to personal information; Consent; Health/medical Information; Privacy at work,Well-founded
Bank accused of withholding information on customer's debt payments - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-036/,#2002-36,"January 11, 2002",OPC,Canada,Financial Institutions,Access,Access to personal information,Resolved
Insurance company denies access to personal information in third party claimant's statement - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-314/,#2005-314,"November 30, 2005",OPC,Canada,Insurance,Access,Access to personal information,Well-founded
Bank not responsible after new account was opened using stolen identity - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-012/,#2009-012,"December 1, 2009",OPC,Canada,Financial Institutions,Accuracy,Identity theft,Not well-founded
Bank requires credit checks as condition for opening deposit account - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-219/,#2003-219,"September 12, 2003",OPC,Canada,Financial Institutions,Collection,N/A,Well-founded
Bank officials deny inappropriately disclosing customer's personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-234/,#2003-234,"November 4, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,N/A,Not well-founded
Retailer takes remedial actions after employee inappropriately texted customer - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2015/er_02_151026/,#2015-02,"June 20, 2016",OPC,Canada,Sales,Use and Disclosure,N/A,Early resolved
Collection agency adopts narrow interpretation of access to personal information request - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-291/,#2005-291,"April 27, 2005",OPC,Canada,Financial Institutions,Access; Collection,Access to personal information,Resolved
Bank employee improperly collected and used customer personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-214/,#2003-214,"August 7, 2003",OPC,Canada,Financial Institutions,Collection,Consent,Resolved
Store employee discloses customer telephone number to a third party - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-298/,#2005-298,"May 17, 2005",OPC,Canada,Other,Use and Disclosure,Privacy breaches,Well-founded
Couple objects to agency's delayed response to requests for credit histories - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-064/,#2002-64,"July 29, 2002",OPC,Canada,Financial Institutions,Access,Access to personal information,Resolved
Insurance adjuster readjusts its collection practices - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-362/,#2006-362,"February 23, 2007",OPC,Canada,Insurance,Collection; Consent,Consent; Health/medical Information,Well-founded and resolved
"Bank shares details on employee’s snooping but, rightly, not discipline - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2016/pipeda-2016-001/,#2016-001,"March 31, 2016",OPC,Canada,Financial Institutions,Access; Use and Disclosure,Access to personal information,Well-founded
Complainant Objects to Insurance Company Database - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2010/pipeda-2010-002/,#2010-002,"June 18, 2010",OPC,Canada,Insurance,Collection,Consent,Not well-founded
Telemarketer’s collection and disclosure of personal information deemed to be non-consensual - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2008/pipeda-2008-398/,#2008-398,"December 1, 2009",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,Consent,Well-founded and resolved
Organization’s technical glitch results in the disclosure of a client’s personal information to another client - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2016/er_02_160810/,#2016-02,"December 20, 2017",OPC,Canada,Professionals,Accountability; Safeguards,Internet and online; Privacy breaches,Early resolved
Credit card information printed on paper airline tickets not a proper safeguard; transfer of personal information to travel wholesaler questioned - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-386/,#2007-386,"September 17, 2008",OPC,Canada,Services,Use and Disclosure,N/A,Well-founded and resolved
Woman accuses bank of telling her mother about her bank account - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-100/,#2002-100,"December 19, 2002",OPC,Canada,Financial Institutions,Use and Disclosure,N/A,Well-founded
Disclosure of mortgage information required by law; collection of information by bankruptcy trustee also allowed - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-336/,#2006-336,"September 7, 2006",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Not well-founded
Daycare Centre Modified Webcam Monitoring to Increase Privacy Protection - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2011/pipeda-2011-008/,#2011-008,"June 5, 2012",OPC,Canada,Social Networking,Consent,Consent; Internet and online; Surveillance and monitoring,Not well-founded
Consumer complains about requirement to provide identification in order to obtain credit report - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-324/,#2006-324,"May 12, 2006",OPC,Canada,Financial Institutions,Access,Access to personal information,Not well-founded
Building supplier reveals customer's personal information to contractor - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-371/,#2007-371,"May 3, 2007",OPC,Canada,Sales,Use and Disclosure,Consent,Well-founded and resolved
Video cameras in the workplace - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-265/,#2004-265,"April 26, 2004",OPC,Canada,Transportation,Use and Disclosure,Privacy at work; Surveillance and monitoring,Well-founded
Using SIN for identity verification cannot be a condition of service - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2017/pipeda-2017-006/,#2017-006,"March 29, 2018",OPC,Canada,Financial Institutions,Consent,Consent; Social Insurance Number (SIN),Well-founded and conditionally resolved
"Equipment store ends practice of photocopying driver’s licences as a condition of renting equipment - October 30, 2014 - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2014/er_009_141030/,#9,"October 5, 2015",OPC,Canada,Sales,Collection; Consent,N/A,Early resolved
Personal information retained after application rejected - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-006/,#2001-6,"July 23, 2001",OPC,Canada,Financial Institutions,Retention and Disposal,N/A,Resolved
"Railway's reasons for collecting personal information deemed appropriate; safeguards, adequate - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-185/,#2003-185,"May 12, 2003",OPC,Canada,Transportation,Collection,Biometrics; Driver's licences,Not well-founded
Telecommunications company disclosed customer's personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-225/,#2003-225,"October 8, 2003",OPC,Canada,Telecommunications,Use and Disclosure,N/A,Well-founded
Company's collection and disclosure of employee sick leave information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-191/,#2003-191,"July 11, 2003",OPC,Canada,Telecommunications,Collection; Use and Disclosure,Consent; Health/medical Information; Privacy at work,Not well-founded
Unsolicited e-mail for marketing purposes - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-297/,#2005-297,"April 28, 2005",OPC,Canada,Professionals; Sales; Services,Collection; Use and Disclosure,Consent; Internet and online; Spam,Well-founded
Assistant Commissioner considers the retention of a record - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-252/,#2003-252,"December 15, 2003",OPC,Canada,Financial Institutions,Retention and Disposal,N/A,Not well-founded
Inconclusive evidence of disclosure prompts fitness club to clarify privacy policy for clients and staff - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-357/,#2006-357,"February 23, 2007",OPC,Canada,Other,Accountability; Use and Disclosure,Consent,Well-founded and resolved
Individual accuses bank of wrongfully disclosing financial records to government agency - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-173/,#2003-173,"April 28, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Not well-founded
Customer withdraws consent but continues to receive promotional materials - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-248/,#2003-248,"December 12, 2003",OPC,Canada,Financial Institutions,Consent,Consent,Well-founded
Alleged disclosure of personal information without consent for secondary marketing by a company - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-078/,#2002-78,"October 16, 2002",OPC,Canada,Other,Consent; Use and Disclosure,Consent; Personal information transferred across borders,Well-founded
Telecommunications company asked to adopt consistent retention practices - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-073/,#2002-73,"October 7, 2002",OPC,Canada,Telecommunications,Access,Access to personal information; Privacy at work,Well-founded
Couple allege non-consensual disclosure of personal information by credit reporting agency - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-182/,#2003-182,"July 10, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent; Privacy breaches,Well-founded
Collection agency can't refuse access to personal information on basis that it would be provided as part of a legal proceeding - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2014/pipeda-2014-017/,#2014-017,"July 29, 2015",OPC,Canada,Financial Institutions,Access; Collection,Access to personal information,Well-founded and resolved
Individual alleged that employer asked for too much medical information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-135/,#2003-135,"March 6, 2003",OPC,Canada,Transportation,Collection,Health/medical Information; Privacy at work,Not well-founded
Bank disclosure results in cancelled wedding - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-200/,#2003-200,"August 6, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded
Airport authority's collection and retention practices questioned - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-255/,#2003-255,"December 24, 2003",OPC,Canada,Transportation,Collection; Retention and Disposal,Public safety and law enforcement,Well-founded
A bank exceeded the time limit for responding to an access request and cannot send all the records requested - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-272/,#2004-272,"July 26, 2004",OPC,Canada,Financial Institutions,Access; Retention and Disposal,Access to personal information,Well-founded
Employer accused of wrongful disclosure - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-198/,#2003-198,"August 1, 2003",OPC,Canada,Nuclear,Use and Disclosure,Privacy at work,Not well-founded
Opting-out of marketing inserts in account statements - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-308/,#2005-308,"August 4, 2005",OPC,Canada,Financial Institutions,Use and Disclosure,Consent; Spam,Well-founded
Alleged disclosure of personal information to a third party without consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-145/,#2003-145,"April 1, 2003",OPC,Canada,Transportation,Use and Disclosure,Consent; Privacy at work,Not well-founded
Bank complies with consent principles - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-241/,#2003-241,"December 4, 2003",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,Consent,Not well-founded
Airport must change its procedures for handling third-party requests for airport terminal video surveillance to comply with subsection 7(3) of PIPEDA - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-004/,#2015-004,"November 4, 2015",OPC,Canada,Transportation,Use and Disclosure,Consent,Well-founded and conditionally resolved
Bank requires credit check on small business account applicant - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-117/,#2003-117,"February 11, 2003",OPC,Canada,Financial Institutions,Consent,Consent,Not well-founded
Individual’s creditor leaves legal debt-recovery document at his workplace - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-015/,#2009-015,"April 18, 2010",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded and resolved
Bus terminal video surveillance is challenged by company employee - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-001/,#2009-001,"August 19, 2009",OPC,Canada,Transportation,Collection; Consent; Use and Disclosure,Consent; Privacy at work; Surveillance and monitoring,Well-founded and resolved
An insurance company’s internal ombudsman office is not a “formal dispute resolution process” under PIPEDA - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2016/pipeda-2016-006/,#2016-006,"August 25, 2016",OPC,Canada,Insurance,Access,Access to personal information,Well-founded and resolved
Funeral home's disclosure in pursuit of a debt allowed under the Act - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-355/,#2006-355,"August 13, 2008",OPC,Canada,Services,Use and Disclosure,Consent,Not well-founded
Telecommunications company agrees to stop conducting credit checks for marketing purposes - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-018/,#2015-018,"December 20, 2017",OPC,Canada,Telecommunications,Collection; Consent; Use and Disclosure,Advertising and marketing; Consent; Privacy policies,Well-founded and resolved
Customers allege that sale of personal information by one bank to another occurred without knowledge and consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-350/,#2006-350,"November 16, 2006",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded and resolved
Airport employee demands access to personal information from airline - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-060/,#2002-60,"July 19, 2002",OPC,Canada,Transportation,Access; Retention and Disposal,Access to personal information; Privacy at work,Resolved
Bank customer objects to being surveyed by private firm - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-035/,#2002-35,"January 10, 2002",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,Consent,Well-founded
Access denied to records generated for previous complaint investigation - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-092/,#2002-92,"November 25, 2002",OPC,Canada,Telecommunications,Access,Access to personal information,Not well-founded
Employee objects to company's use of social insurance numbers on forms - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-069/,#2002-69,"September 4, 2002",OPC,Canada,Transportation,Use and Disclosure,Consent; Privacy at work; Social Insurance Number (SIN),Resolved
"Request for medical information deemed reasonable, but consent procedures not properly followed - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-287/,#2005-287,"March 7, 2005",OPC,Canada,Transportation,Collection,Consent; Health/medical Information; Privacy at work,Well-founded
Photo identification required to exchange an item - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-361/,#2006-361,"February 23, 2007",OPC,Canada,Sales,Collection; Consent,N/A,Well-founded and resolved
Bank accused of non-consensual recording and disclosure of telephone conversation - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-051/,#2002-51,"May 16, 2002",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,Access to personal information; Consent; Surveillance and monitoring,Resolved
Credit reporting agency accused of inappropriately expunging positive credit history - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-157/,#2003-157,"April 16, 2003",OPC,Canada,Financial Institutions,Retention and Disposal; Time Limit; Use and Disclosure,Access to personal information,Resolved
Mortgage administrator/broker should have confirmed consent prior to issuing letter of interest for mortgage financing in couple’s name - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2012/pipeda-2012-011/,#2012-011,"June 4, 2013",OPC,Canada,Financial Institutions,Collection; Use and Disclosure,N/A,Well-founded and resolved
A telecommunications company requires two pieces of identification from a subscriber - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-217/,#2003-217,"August 5, 2003",OPC,Canada,Telecommunications,Collection,N/A,Not well-founded
Individual objects to insurance company's consent requirements - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-358/,#2006-358,"February 23, 2007",OPC,Canada,Health; Insurance,Consent,Consent; Health/medical Information; Privacy at work,Not well-founded
Customer concerned about mysterious debits from bank account - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-295/,#2005-295,"April 28, 2005",OPC,Canada,Telecommunications,Use and Disclosure,Consent,Resolved
Physician refuses to provide access to individual's personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-306/,#2005-306,"July 14, 2005",OPC,Canada,Professionals,Access,Access to personal information; Health/medical Information,Well-founded
Former employee accuses telecommunications company of withholding employment records - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-032/,#2002-32,"January 8, 2002",OPC,Canada,Telecommunications,Access,Access to personal information; Privacy at work,Resolved
Commissioner initiated complaints against Internet pharmacies - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-310/,#2005-310,"August 15, 2005",OPC,Canada,Sales,Collection; Safeguards; Use and Disclosure,Consent; Health/medical Information; Internet and online; Personal information transferred across borders; Privacy breaches,Well-founded
Law firms collected credit reports without consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-340/,#2006-340,"September 18, 2006",OPC,Canada,Professionals,Collection,Consent,Well-founded
Customer's banking personal information found in a recycling bin - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-356/,#2006-356,"January 24, 2007",OPC,Canada,Financial Institutions,Retention and Disposal; Use and Disclosure,Privacy breaches,Well-founded and resolved
Former employer discloses drug testing information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-382/,#2007-382,"September 17, 2008",OPC,Canada,Transportation,Use and Disclosure,Consent; Health/medical Information; Privacy at work,Not well-founded
Condition of washrooms prompts management to monitor facilities - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-379/,#2007-379,"May 21, 2008",OPC,Canada,Transportation,Collection; Use and Disclosure,Consent; Privacy at work; Surveillance and monitoring,Well-founded and resolved
Report of Findings,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-008/,#2009-008,"July 22, 2009",OPC,Canada,Social Networking; Telecommunications,Retention and Disposal; Safeguards; Use and Disclosure,Advertising and marketing; Consent; Internet and online; Social Networking,Well-founded and resolved
Rapid-oil-change shop unnecessarily scanned customers’ vehicle registration information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2010/pipeda-2010-006/,#2010-006,"September 27, 2012",OPC,Canada,Services,Collection,N/A,Well-founded
A company requires two pieces of ID to purchase telecommunications equipment - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-280/,#2004-280,"October 26, 2004",OPC,Canada,Telecommunications,Collection,N/A,Not well-founded
Apple called upon to provide greater clarity on its use and disclosure of unique device identifiers for targeted advertising - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2013/pipeda-2013-017/,#2013-017,"September 3, 2014",OPC,Canada,Consumer Goods Rental,Appropriate Purposes,Advertising and marketing; Internet and online; Mobile devices and apps,Well-founded and resolved
